results for HadCM3-GLAC1D - PMIP4 - variable: MAT - LGM - PI anomaly
units: K
==========================================================
Global mean anomaly :   -6.46
90-30S anomaly :   -6.79
30S - 30N anomaly :   -3.83
30 - 90N anomaly :  -11.07
==========================================================
zonal mean anomaly
latitude | value
 -90.00 ;   -8.35
 -87.50 ;   -8.35
 -85.00 ;  -10.49
 -82.50 ;  -10.06
 -80.00 ;  -10.08
 -77.50 ;   -9.95
 -75.00 ;  -11.06
 -72.50 ;  -11.71
 -70.00 ;  -11.66
 -67.50 ;  -11.57
 -65.00 ;  -11.81
 -62.50 ;  -10.50
 -60.00 ;   -9.62
 -57.50 ;   -8.65
 -55.00 ;   -7.90
 -52.50 ;   -6.99
 -50.00 ;   -6.16
 -47.50 ;   -5.46
 -45.00 ;   -5.11
 -42.50 ;   -4.78
 -40.00 ;   -4.25
 -37.50 ;   -4.13
 -35.00 ;   -4.07
 -32.50 ;   -3.96
 -30.00 ;   -3.86
 -27.50 ;   -3.72
 -25.00 ;   -3.69
 -22.50 ;   -3.64
 -20.00 ;   -3.61
 -17.50 ;   -3.61
 -15.00 ;   -3.63
 -12.50 ;   -3.64
 -10.00 ;   -3.62
  -7.50 ;   -3.82
  -5.00 ;   -3.95
  -2.50 ;   -4.10
   0.00 ;   -4.15
   2.50 ;   -4.01
   5.00 ;   -3.84
   7.50 ;   -3.81
  10.00 ;   -3.76
  12.50 ;   -3.63
  15.00 ;   -3.65
  17.50 ;   -3.81
  20.00 ;   -3.88
  22.50 ;   -3.84
  25.00 ;   -3.82
  27.50 ;   -3.99
  30.00 ;   -4.65
  32.50 ;   -4.92
  35.00 ;   -5.56
  37.50 ;   -6.24
  40.00 ;   -7.24
  42.50 ;   -8.58
  45.00 ;  -10.09
  47.50 ;  -11.28
  50.00 ;  -12.36
  52.50 ;  -13.29
  55.00 ;  -14.49
  57.50 ;  -15.15
  60.00 ;  -15.40
  62.50 ;  -15.50
  65.00 ;  -15.91
  67.50 ;  -15.80
  70.00 ;  -16.88
  72.50 ;  -17.45
  75.00 ;  -18.09
  77.50 ;  -18.67
  80.00 ;  -18.26
  82.50 ;  -17.20
  85.00 ;  -15.85
  87.50 ;  -15.66
  90.00 ;  -15.66
